Seed,Theta,Inf,Alpha
2203,0.5,1.04166e+01,1.00509e+02
2203,1.0,1.04172e+01,1.00000e+02
2204,0.0,1.02143e+01,1.02928e+02
2204,0.5,1.02140e+01,1.02412e+02
2204,1.0,1.02138e+01,1.01900e+02
2205,0.0,1.03124e+01,1.02411e+02
2205,0.5,1.03119e+01,1.01899e+02
2205,1.0,1.03114e+01,1.01393e+02
2206,0.0,1.04669e+01,1.00754e+02
2206,0.5,1.04670e+01,1.00249e+02
2206,1.0,1.04671e+01,9.97496e+01
2207,0.0,1.05587e+01,9.93906e+01
2207,0.5,1.05591e+01,9.88882e+01
2207,1.0,1.05594e+01,9.83908e+01
2208,0.0,1.01516e+01,1.03795e+02
2208,0.5,1.01508e+01,1.03277e+02
2208,1.0,1.01500e+01,1.02764e+02
2209,0.0,1.04888e+01,9.94395e+01
2209,0.5,1.04891e+01,9.89391e+01
2209,1.0,1.04895e+01,9.84437e+01
2210,0.0,1.01608e+01,1.02181e+02
2210,0.5,1.01608e+01,1.01661e+02
2210,1.0,1.01608e+01,1.01146e+02
2211,0.0,1.00951e+01,1.01882e+02
2211,0.5,1.00947e+01,1.01371e+02
2211,1.0,1.00942e+01,1.00866e+02
2212,0.0,1.06492e+01,9.77345e+01
2212,0.5,1.06506e+01,9.72332e+01
2212,1.0,1.06519e+01,9.67369e+01
2213,0.0,1.03203e+01,1.02191e+02
2213,0.5,1.03195e+01,1.01685e+02
2213,1.0,1.03187e+01,1.01184e+02
2214,0.0,1.05444e+01,9.98287e+01
2214,0.5,1.05444e+01,9.93299e+01
2214,1.0,1.05444e+01,9.88360e+01
2215,0.0,1.05339e+01,9.98107e+01
2215,0.5,1.05344e+01,9.93041e+01
2215,1.0,1.05348e+01,9.88025e+01
2216,0.0,1.07590e+01,9.83693e+01
2216,0.5,1.07597e+01,9.78738e+01
2216,1.0,1.07604e+01,9.73832e+01
2217,0.0,1.05247e+01,1.01000e+02
2217,0.5,1.05245e+01,1.00498e+02
2217,1.0,1.05244e+01,1.00000e+02
2218,0.0,1.03463e+01,1.01884e+02
2218,0.5,1.03458e+01,1.01376e+02
2218,1.0,1.03454e+01,1.00872e+02
2219,0.0,1.04223e+01,1.01437e+02
2219,0.5,1.04219e+01,1.00933e+02
2219,1.0,1.04216e+01,1.00435e+02
2220,0.0,1.03838e+01,1.00580e+02
2220,0.5,1.03840e+01,1.00069e+02
2220,1.0,1.03843e+01,9.95618e+01
2221,0.0,1.06062e+01,1.00357e+02
2221,0.5,1.06061e+01,9.98561e+01
2221,1.0,1.06061e+01,9.93601e+01
2222,0.0,1.06764e+01,9.86346e+01
2222,0.5,1.06771e+01,9.81384e+01
2222,1.0,1.06777e+01,9.76472e+01
2223,0.0,1.04842e+01,1.00204e+02
2223,0.5,1.04845e+01,9.97000e+01
2223,1.0,1.04848e+01,9.92011e+01
2224,0.0,1.04006e+01,1.00751e+02
2224,0.5,1.04005e+01,1.00249e+02
2224,1.0,1.04004e+01,9.97527e+01
2225,0.0,1.04609e+01,1.00206e+02
2225,0.5,1.04610e+01,9.97043e+01
2225,1.0,1.04612e+01,9.92074e+01
2226,0.0,1.03111e+01,1.01692e+02
2226,0.5,1.03112e+01,1.01180e+02
2226,1.0,1.03112e+01,1.00674e+02
2227,0.0,1.02932e+01,1.02901e+02
2227,0.5,1.02921e+01,1.02395e+02
2227,1.0,1.02911e+01,1.01894e+02
2228,0.0,1.04363e+01,9.98566e+01
2228,0.5,1.04370e+01,9.93469e+01
2228,1.0,1.04377e+01,9.88425e+01
2229,0.0,1.08156e+01,9.75420e+01
2229,0.5,1.08167e+01,9.70479e+01
2229,1.0,1.08177e+01,9.65588e+01
2230,0.0,1.07337e+01,9.81389e+01
2230,0.5,1.07345e+01,9.76417e+01
2230,1.0,1.07352e+01,9.71494e+01
2231,0.0,1.05416e+01,1.00319e+02
2231,0.5,1.05411e+01,9.98229e+01
2231,1.0,1.05405e+01,9.93314e+01
2232,0.0,1.05004e+01,1.00474e+02
2232,0.5,1.05008e+01,9.99666e+01
2232,1.0,1.05012e+01,9.94647e+01
2233,0.0,1.02046e+01,1.01936e+02
2233,0.5,1.02045e+01,1.01426e+02
2233,1.0,1.02043e+01,1.00921e+02
2234,0.0,1.09311e+01,9.71474e+01
2234,0.5,1.09328e+01,9.66533e+01
2234,1.0,1.09344e+01,9.61642e+01
2235,0.0,1.02025e+01,1.01273e+02
2235,0.5,1.02027e+01,1.00759e+02
2235,1.0,1.02028e+01,1.00250e+02
2236,0.0,1.02646e+01,1.02361e+02
2236,0.5,1.02646e+01,1.01847e+02
2236,1.0,1.02645e+01,1.01338e+02
2237,0.0,1.03087e+01,1.02237e+02
2237,0.5,1.03083e+01,1.01726e+02
2237,1.0,1.03078e+01,1.01220e+02
2238,0.0,1.05823e+01,9.91363e+01
2238,0.5,1.05822e+01,9.86408e+01
2238,1.0,1.05822e+01,9.81501e+01
2239,0.0,1.03528e+01,1.00828e+02
2239,0.5,1.03529e+01,1.00321e+02
2239,1.0,1.03529e+01,9.98185e+01
2240,0.0,1.06287e+01,9.90270e+01
2240,0.5,1.06293e+01,9.85241e+01
2240,1.0,1.06299e+01,9.80262e+01
2241,0.0,1.03777e+01,1.01816e+02
2241,0.5,1.03776e+01,1.01308e+02
2241,1.0,1.03775e+01,1.00805e+02
2242,0.0,1.04626e+01,1.01110e+02
2242,0.5,1.04630e+01,1.00597e+02
2242,1.0,1.04634e+01,1.00089e+02
2243,0.0,1.03698e+01,1.02671e+02
2243,0.5,1.03690e+01,1.02166e+02
2243,1.0,1.03683e+01,1.01666e+02
2244,0.0,1.08113e+01,9.86230e+01
2244,0.5,1.08117e+01,9.81312e+01
2244,1.0,1.08120e+01,9.76443e+01
2245,0.0,1.05638e+01,1.00554e+02
2245,0.5,1.05633e+01,1.00058e+02
2245,1.0,1.05627e+01,9.95674e+01
2246,0.0,1.04455e+01,1.00445e+02
2246,0.5,1.04456e+01,9.99412e+01
2246,1.0,1.04456e+01,9.94422e+01
2247,0.0,1.02915e+01,1.02969e+02
2247,0.5,1.02907e+01,1.02458e+02
2247,1.0,1.02899e+01,1.01953e+02
2248,0.0,1.07653e+01,9.94032e+01
2248,0.5,1.07654e+01,9.89115e+01
2248,1.0,1.07655e+01,9.84248e+01
2249,0.0,1.03208e+01,1.02238e+02
2249,0.5,1.03198e+01,1.01735e+02
2249,1.0,1.03188e+01,1.01237e+02
2250,0.0,1.06801e+01,9.87402e+01
2250,0.5,1.06806e+01,9.82463e+01
2250,1.0,1.06810e+01,9.77573e+01
2251,0.0,1.06921e+01,9.82624e+01
2251,0.5,1.06930e+01,9.77639e+01
2251,1.0,1.06940e+01,9.72705e+01
2252,0.0,1.03765e+01,1.01794e+02
2252,0.5,1.03758e+01,1.01292e+02
2252,1.0,1.03751e+01,1.00795e+02
2253,0.0,1.01202e+01,1.02875e+02
2253,0.5,1.01194e+01,1.02367e+02
2253,1.0,1.01186e+01,1.01864e+02
2254,0.0,1.03894e+01,1.01409e+02
2254,0.5,1.03891e+01,1.00903e+02
2254,1.0,1.03888e+01,1.00401e+02
2255,0.0,1.05055e+01,9.95151e+01
2255,0.5,1.05050e+01,9.90218e+01
2255,1.0,1.05045e+01,9.85334e+01
2256,0.0,1.04547e+01,1.01271e+02
2256,0.5,1.04552e+01,1.00759e+02
2256,1.0,1.04558e+01,1.00251e+02
2257,0.0,1.05976e+01,9.90771e+01
2257,0.5,1.05981e+01,9.85794e+01
2257,1.0,1.05986e+01,9.80867e+01
2258,0.0,1.02965e+01,1.01562e+02
2258,0.5,1.02967e+01,1.01050e+02
2258,1.0,1.02968e+01,1.00544e+02
2259,0.0,1.06684e+01,9.84123e+01
2259,0.5,1.06694e+01,9.79121e+01
2259,1.0,1.06703e+01,9.74170e+01
2260,0.0,1.01871e+01,1.02900e+02
2260,0.5,1.01870e+01,1.02379e+02
2260,1.0,1.01869e+01,1.01864e+02
2261,0.0,1.02532e+01,1.01787e+02
2261,0.5,1.02528e+01,1.01276e+02
2261,1.0,1.02523e+01,1.00769e+02
2262,0.0,1.03259e+01,1.03000e+02
2262,0.5,1.03251e+01,1.02490e+02
2262,1.0,1.03243e+01,1.01985e+02
2263,0.0,1.04944e+01,9.98077e+01
2263,0.5,1.04951e+01,9.93032e+01
2263,1.0,1.04959e+01,9.88039e+01
2264,0.0,1.03424e+01,1.02266e+02
2264,0.5,1.03419e+01,1.01759e+02
2264,1.0,1.03413e+01,1.01257e+02
2265,0.0,1.02897e+01,1.02341e+02
2265,0.5,1.02884e+01,1.01841e+02
2265,1.0,1.02870e+01,1.01346e+02
2266,0.0,1.08084e+01,9.71813e+01
2266,0.5,1.08095e+01,9.66902e+01
2266,1.0,1.08106e+01,9.62040e+01
2267,0.0,1.05768e+01,9.94750e+01
2267,0.5,1.05767e+01,9.89784e+01
2267,1.0,1.05767e+01,9.84868e+01
2268,0.0,1.07136e+01,9.84181e+01
2268,0.5,1.07139e+01,9.79254e+01
2268,1.0,1.07141e+01,9.74376e+01
2269,0.0,1.06719e+01,9.97716e+01
2269,0.5,1.06720e+01,9.92770e+01
2269,1.0,1.06720e+01,9.87873e+01
2270,0.0,1.06969e+01,9.93339e+01
2270,0.5,1.06974e+01,9.88358e+01
2270,1.0,1.06979e+01,9.83427e+01
2271,0.0,1.06000e+01,1.00515e+02
2271,0.5,1.06001e+01,1.00015e+02
2271,1.0,1.06001e+01,9.95197e+01
2272,0.0,1.04501e+01,1.00335e+02
2272,0.5,1.04495e+01,9.98390e+01
2272,1.0,1.04488e+01,9.93482e+01
2273,0.0,1.06656e+01,9.95053e+01
2273,0.5,1.06655e+01,9.90157e+01
2273,1.0,1.06654e+01,9.85310e+01
2274,0.0,1.03664e+01,1.02058e+02
2274,0.5,1.03657e+01,1.01558e+02
2274,1.0,1.03651e+01,1.01062e+02
2275,0.0,1.04442e+01,1.00355e+02
2275,0.5,1.04443e+01,9.98524e+01
2275,1.0,1.04445e+01,9.93544e+01
2276,0.0,1.02283e+01,1.02826e+02
2276,0.5,1.02278e+01,1.02313e+02
2276,1.0,1.02274e+01,1.01805e+02
2277,0.0,1.03428e+01,1.01927e+02
2277,0.5,1.03423e+01,1.01421e+02
2277,1.0,1.03418e+01,1.00921e+02
2278,0.0,1.05620e+01,1.00432e+02
2278,0.5,1.05621e+01,9.99320e+01
2278,1.0,1.05622e+01,9.94371e+01
2279,0.0,1.03200e+01,1.01782e+02
2279,0.5,1.03203e+01,1.01266e+02
2279,1.0,1.03207e+01,1.00754e+02
2280,0.0,1.03530e+01,1.02219e+02
2280,0.5,1.03518e+01,1.01715e+02
2280,1.0,1.03505e+01,1.01217e+02
2281,0.0,1.05099e+01,9.99013e+01
2281,0.5,1.05108e+01,9.93922e+01
2281,1.0,1.05117e+01,9.88881e+01
2282,0.0,1.05720e+01,9.87762e+01
2282,0.5,1.05730e+01,9.82743e+01
2282,1.0,1.05740e+01,9.77775e+01
2283,0.0,1.03333e+01,1.01178e+02
2283,0.5,1.03334e+01,1.00673e+02
2283,1.0,1.03335e+01,1.00174e+02
2284,0.0,1.05020e+01,1.00294e+02
2284,0.5,1.05022e+01,9.97933e+01
2284,1.0,1.05023e+01,9.92981e+01
2285,0.0,1.04976e+01,1.01210e+02
2285,0.5,1.04970e+01,1.00711e+02
2285,1.0,1.04965e+01,1.00216e+02
2286,0.0,1.02784e+01,1.01609e+02
2286,0.5,1.02772e+01,1.01109e+02
2286,1.0,1.02760e+01,1.00615e+02
2287,0.0,1.03938e+01,1.02433e+02
2287,0.5,1.03929e+01,1.01931e+02
2287,1.0,1.03920e+01,1.01435e+02
2288,0.0,1.03244e+01,1.01162e+02
2288,0.5,1.03242e+01,1.00657e+02
2288,1.0,1.03240e+01,1.00156e+02
2289,0.0,1.04879e+01,1.00938e+02
2289,0.5,1.04876e+01,1.00439e+02
2289,1.0,1.04874e+01,9.99453e+01
2290,0.0,1.03099e+01,1.01933e+02
2290,0.5,1.03095e+01,1.01427e+02
2290,1.0,1.03092e+01,1.00926e+02
2291,0.0,1.03587e+01,1.01761e+02
2291,0.5,1.03581e+01,1.01258e+02
2291,1.0,1.03574e+01,1.00760e+02
2292,0.0,1.04435e+01,1.00793e+02
2292,0.5,1.04433e+01,1.00294e+02
2292,1.0,1.04431e+01,9.97994e+01
2293,0.0,1.06936e+01,9.95138e+01
2293,0.5,1.06944e+01,9.90111e+01
2293,1.0,1.06953e+01,9.85135e+01
2294,0.0,1.03872e+01,1.00757e+02
2294,0.5,1.03867e+01,1.00256e+02
2294,1.0,1.03863e+01,9.97611e+01
2295,0.0,1.02348e+01,1.01863e+02
2295,0.5,1.02346e+01,1.01355e+02
2295,1.0,1.02344e+01,1.00852e+02
2296,0.0,1.07477e+01,9.78227e+01
2296,0.5,1.07488e+01,9.73254e+01
2296,1.0,1.07499e+01,9.68331e+01
2297,0.0,1.06337e+01,9.97173e+01
2297,0.5,1.06337e+01,9.92231e+01
2297,1.0,1.06337e+01,9.87338e+01
2298,0.0,1.05604e+01,9.87907e+01
2298,0.5,1.05606e+01,9.82956e+01
2298,1.0,1.05607e+01,9.78054e+01
2299,0.0,1.04533e+01,1.02029e+02
2299,0.5,1.04526e+01,1.01527e+02
2299,1.0,1.04518e+01,1.01029e+02
2300,0.0,1.06945e+01,9.89594e+01
2300,0.5,1.06948e+01,9.84646e+01
2300,1.0,1.06951e+01,9.79747e+01
2301,0.0,1.07970e+01,9.75981e+01
2301,0.5,1.07980e+01,9.71044e+01
2301,1.0,1.07990e+01,9.66157e+01
2302,0.0,1.04987e+01,1.00312e+02
2302,0.5,1.04982e+01,9.98142e+01
2302,1.0,1.04977e+01,9.93216e+01
2303,0.0,1.02849e+01,1.02934e+02
2303,0.5,1.02837e+01,1.02431e+02
2303,1.0,1.02826e+01,1.01933e+02
2304,0.0,1.05063e+01,1.00282e+02
2304,0.5,1.05063e+01,9.97823e+01
2304,1.0,1.05062e+01,9.92871e+01
2305,0.0,1.02986e+01,1.00937e+02
2305,0.5,1.02991e+01,1.00423e+02
2305,1.0,1.02995e+01,9.99140e+01
2306,0.0,1.06526e+01,9.91046e+01
2306,0.5,1.06532e+01,9.86074e+01
2306,1.0,1.06539e+01,9.81153e+01
2307,0.0,1.03933e+01,1.00396e+02
2307,0.5,1.03929e+01,9.98977e+01
2307,1.0,1.03925e+01,9.94038e+01
2308,0.0,1.06717e+01,9.99540e+01
2308,0.5,1.06709e+01,9.94662e+01
2308,1.0,1.06702e+01,9.89832e+01
2309,0.0,1.04273e+01,1.00693e+02
2309,0.5,1.04275e+01,1.00186e+02
2309,1.0,1.04277e+01,9.96836e+01
2310,0.0,1.06354e+01,1.00181e+02
2310,0.5,1.06353e+01,9.96833e+01
2310,1.0,1.06352e+01,9.91903e+01
2311,0.0,1.04289e+01,1.00140e+02
2311,0.5,1.04292e+01,9.96350e+01
2311,1.0,1.04294e+01,9.91353e+01
2312,0.0,1.05135e+01,9.98206e+01
2312,0.5,1.05134e+01,9.93220e+01
2312,1.0,1.05133e+01,9.88285e+01
2313,0.0,1.06992e+01,9.98891e+01
2313,0.5,1.06994e+01,9.93939e+01
2313,1.0,1.06995e+01,9.89036e+01
2314,0.0,1.06702e+01,9.87466e+01
2314,0.5,1.06706e+01,9.82494e+01
2314,1.0,1.06710e+01,9.77570e+01
2315,0.0,1.06067e+01,1.00939e+02
2315,0.5,1.06068e+01,1.00438e+02
2315,1.0,1.06068e+01,9.99422e+01
2316,0.0,1.07167e+01,9.90502e+01
2316,0.5,1.07166e+01,9.85607e+01
2316,1.0,1.07165e+01,9.80760e+01
2317,0.0,1.06913e+01,1.00012e+02
2317,0.5,1.06914e+01,9.95175e+01
2317,1.0,1.06916e+01,9.90276e+01
2318,0.0,1.07469e+01,9.94384e+01
2318,0.5,1.07471e+01,9.89480e+01
2318,1.0,1.07472e+01,9.84625e+01
2319,0.0,1.05844e+01,1.01921e+02
2319,0.5,1.05841e+01,1.01419e+02
2319,1.0,1.05838e+01,1.00922e+02
2320,0.0,1.03016e+01,1.01994e+02
2320,0.5,1.03008e+01,1.01488e+02
2320,1.0,1.03000e+01,1.00988e+02
2321,0.0,1.04629e+01,1.00300e+02
2321,0.5,1.04632e+01,9.97966e+01
2321,1.0,1.04634e+01,9.92984e+01
2322,0.0,1.04273e+01,1.01229e+02
2322,0.5,1.04269e+01,1.00727e+02
2322,1.0,1.04266e+01,1.00230e+02
2323,0.0,1.05592e+01,9.94278e+01
2323,0.5,1.05594e+01,9.89312e+01
2323,1.0,1.05596e+01,9.84396e+01
2324,0.0,1.03350e+01,1.01829e+02
2324,0.5,1.03346e+01,1.01320e+02
2324,1.0,1.03342e+01,1.00816e+02
2325,0.0,1.05339e+01,9.96833e+01
2325,0.5,1.05340e+01,9.91828e+01
2325,1.0,1.05341e+01,9.86873e+01
2326,0.0,1.04813e+01,1.00579e+02
2326,0.5,1.04816e+01,1.00073e+02
2326,1.0,1.04818e+01,9.95722e+01
2327,0.0,1.06279e+01,9.93534e+01
2327,0.5,1.06285e+01,9.88528e+01
2327,1.0,1.06290e+01,9.83571e+01
2328,0.0,1.05233e+01,1.00355e+02
2328,0.5,1.05235e+01,9.98503e+01
2328,1.0,1.05238e+01,9.93508e+01
2329,0.0,1.05846e+01,9.87540e+01
2329,0.5,1.05851e+01,9.82575e+01
2329,1.0,1.05856e+01,9.77660e+01
2330,0.0,1.03187e+01,1.02216e+02
2330,0.5,1.03183e+01,1.01702e+02
2330,1.0,1.03179e+01,1.01194e+02
2331,0.0,1.05643e+01,1.00398e+02
2331,0.5,1.05646e+01,9.98947e+01
2331,1.0,1.05649e+01,9.93961e+01
2332,0.0,1.05621e+01,9.91820e+01
2332,0.5,1.05624e+01,9.86853e+01
2332,1.0,1.05628e+01,9.81935e+01
2333,0.0,1.04151e+01,1.01680e+02
2333,0.5,1.04148e+01,1.01173e+02
2333,1.0,1.04146e+01,1.00672e+02
2334,0.0,1.02613e+01,1.01991e+02
2334,0.5,1.02615e+01,1.01475e+02
2334,1.0,1.02618e+01,1.00965e+02
2335,0.0,1.02122e+01,1.03257e+02
2335,0.5,1.02119e+01,1.02740e+02
2335,1.0,1.02116e+01,1.02228e+02
2336,0.0,1.03495e+01,1.00411e+02
2336,0.5,1.03497e+01,9.99065e+01
2336,1.0,1.03499e+01,9.94071e+01
2337,0.0,1.04037e+01,1.01615e+02
2337,0.5,1.04030e+01,1.01114e+02
2337,1.0,1.04023e+01,1.00618e+02
2338,0.0,1.06167e+01,9.95631e+01
2338,0.5,1.06172e+01,9.90644e+01
2338,1.0,1.06177e+01,9.85706e+01
2339,0.0,1.06569e+01,9.96269e+01
2339,0.5,1.06576e+01,9.91229e+01
2339,1.0,1.06583e+01,9.86238e+01
2340,0.0,1.04580e+01,1.00490e+02
2340,0.5,1.04584e+01,9.99846e+01
2340,1.0,1.04589e+01,9.94844e+01
2341,0.0,1.06326e+01,9.99796e+01
2341,0.5,1.06331e+01,9.94778e+01
2341,1.0,1.06335e+01,9.89811e+01
2342,0.0,1.05528e+01,1.00541e+02
2342,0.5,1.05525e+01,1.00046e+02
2342,1.0,1.05521e+01,9.95565e+01
2343,0.0,1.03267e+01,1.03685e+02
2343,0.5,1.03257e+01,1.03176e+02
2343,1.0,1.03247e+01,1.02672e+02
2344,0.0,1.04951e+01,1.01235e+02
2344,0.5,1.04946e+01,1.00731e+02
2344,1.0,1.04941e+01,1.00233e+02
2345,0.0,1.02513e+01,1.02302e+02
2345,0.5,1.02509e+01,1.01789e+02
2345,1.0,1.02506e+01,1.01281e+02
2346,0.0,1.04174e+01,1.01105e+02
2346,0.5,1.04169e+01,1.00604e+02
2346,1.0,1.04164e+01,1.00107e+02
2347,0.0,1.01247e+01,1.04089e+02
2347,0.5,1.01236e+01,1.03577e+02
2347,1.0,1.01225e+01,1.03070e+02
2348,0.0,1.05260e+01,9.92436e+01
2348,0.5,1.05267e+01,9.87417e+01
2348,1.0,1.05274e+01,9.82449e+01
2349,0.0,1.04152e+01,1.01611e+02
2349,0.5,1.04148e+01,1.01107e+02
2349,1.0,1.04145e+01,1.00607e+02
2350,0.0,1.04062e+01,1.00330e+02
2350,0.5,1.04059e+01,9.98315e+01
2350,1.0,1.04057e+01,9.93379e+01
2351,0.0,1.06918e+01,9.88253e+01
2351,0.5,1.06921e+01,9.83316e+01
2351,1.0,1.06923e+01,9.78428e+01
2352,0.0,1.03382e+01,1.02099e+02
2352,0.5,1.03380e+01,1.01589e+02
2352,1.0,1.03378e+01,1.01084e+02
2353,0.0,1.03222e+01,1.00581e+02
2353,0.5,1.03226e+01,1.00072e+02
2353,1.0,1.03230e+01,9.95676e+01
2354,0.0,1.07375e+01,9.86246e+01
2354,0.5,1.07377e+01,9.81348e+01
2354,1.0,1.07378e+01,9.76500e+01
2355,0.0,1.01999e+01,1.01257e+02
2355,0.5,1.02002e+01,1.00744e+02
2355,1.0,1.02005e+01,1.00235e+02
2356,0.0,1.08441e+01,9.83363e+01
2356,0.5,1.08440e+01,9.78532e+01
2356,1.0,1.08439e+01,9.73749e+01
2357,0.0,1.04891e+01,1.01774e+02
2357,0.5,1.04891e+01,1.01266e+02
2357,1.0,1.04891e+01,1.00762e+02
2358,0.0,1.07400e+01,9.64924e+01
2358,0.5,1.07417e+01,9.59949e+01
2358,1.0,1.07435e+01,9.55024e+01
2359,0.0,1.06730e+01,9.90752e+01
2359,0.5,1.06729e+01,9.85842e+01
2359,1.0,1.06728e+01,9.80980e+01
2360,0.0,1.05535e+01,1.00294e+02
2360,0.5,1.05538e+01,9.97909e+01
2360,1.0,1.05542e+01,9.92923e+01
2361,0.0,1.06771e+01,9.79446e+01
2361,0.5,1.06773e+01,9.74599e+01
2361,1.0,1.06774e+01,9.69799e+01
2362,0.0,1.06686e+01,9.95878e+01
2362,0.5,1.06680e+01,9.91011e+01
2362,1.0,1.06675e+01,9.86192e+01
2363,0.0,1.06920e+01,9.91501e+01
2363,0.5,1.06926e+01,9.86497e+01
2363,1.0,1.06932e+01,9.81544e+01
2364,0.0,1.02384e+01,1.01369e+02
2364,0.5,1.02386e+01,1.00854e+02
2364,1.0,1.02387e+01,1.00344e+02
2365,0.0,1.01907e+01,1.03598e+02
2365,0.5,1.01904e+01,1.03078e+02
2365,1.0,1.01901e+01,1.02563e+02
2366,0.0,1.01760e+01,1.03398e+02
2366,0.5,1.01751e+01,1.02889e+02
2366,1.0,1.01741e+01,1.02385e+02
2367,0.0,1.05562e+01,9.96790e+01
2367,0.5,1.05562e+01,9.91823e+01
2367,1.0,1.05562e+01,9.86906e+01
2368,0.0,1.07024e+01,1.00856e+02
2368,0.5,1.07016e+01,1.00364e+02
2368,1.0,1.07009e+01,9.98756e+01
2369,0.0,1.02276e+01,1.02056e+02
2369,0.5,1.02273e+01,1.01547e+02
2369,1.0,1.02269e+01,1.01044e+02
2370,0.0,1.00759e+01,1.04193e+02
2370,0.5,1.00749e+01,1.03674e+02
2370,1.0,1.00740e+01,1.03160e+02
2371,0.0,1.02050e+01,1.04348e+02
2371,0.5,1.02039e+01,1.03834e+02
2371,1.0,1.02028e+01,1.03325e+02
2372,0.0,1.02525e+01,1.00622e+02
2372,0.5,1.02527e+01,1.00112e+02
2372,1.0,1.02529e+01,9.96076e+01
2373,0.0,1.05300e+01,1.00327e+02
2373,0.5,1.05299e+01,9.98284e+01
2373,1.0,1.05297e+01,9.93350e+01
2374,0.0,1.01868e+01,1.03295e+02
2374,0.5,1.01858e+01,1.02787e+02
2374,1.0,1.01849e+01,1.02284e+02
2375,0.0,1.06418e+01,9.95089e+01
2375,0.5,1.06425e+01,9.90052e+01
2375,1.0,1.06431e+01,9.85066e+01
2376,0.0,1.01150e+01,1.04261e+02
2376,0.5,1.01137e+01,1.03754e+02
2376,1.0,1.01124e+01,1.03251e+02
2377,0.0,1.07502e+01,9.82558e+01
2377,0.5,1.07510e+01,9.77605e+01
2377,1.0,1.07518e+01,9.72702e+01
2378,0.0,1.04748e+01,9.98149e+01
2378,0.5,1.04758e+01,9.93081e+01
2378,1.0,1.04768e+01,9.88065e+01
2379,0.0,1.05769e+01,1.00284e+02
2379,0.5,1.05767e+01,9.97858e+01
2379,1.0,1.05764e+01,9.92929e+01
2380,0.0,1.07672e+01,9.84039e+01
2380,0.5,1.07675e+01,9.79099e+01
2380,1.0,1.07678e+01,9.74210e+01
2381,0.0,1.03538e+01,1.02575e+02
2381,0.5,1.03532e+01,1.02068e+02
2381,1.0,1.03526e+01,1.01567e+02
2382,0.0,1.06615e+01,9.87289e+01
2382,0.5,1.06615e+01,9.82371e+01
2382,1.0,1.06614e+01,9.77502e+01
2383,0.0,1.10934e+01,9.53143e+01
2383,0.5,1.10947e+01,9.48343e+01
2383,1.0,1.10961e+01,9.43591e+01
2384,0.0,1.01523e+01,1.04402e+02
2384,0.5,1.01514e+01,1.03884e+02
2384,1.0,1.01505e+01,1.03370e+02
2385,0.0,1.03747e+01,1.01204e+02
2385,0.5,1.03741e+01,1.00702e+02
2385,1.0,1.03736e+01,1.00206e+02
2386,0.0,1.04904e+01,1.00461e+02
2386,0.5,1.04909e+01,9.99514e+01
2386,1.0,1.04914e+01,9.94465e+01
2387,0.0,1.02430e+01,1.02190e+02
2387,0.5,1.02425e+01,1.01680e+02
2387,1.0,1.02421e+01,1.01176e+02
2388,0.0,1.03740e+01,1.01776e+02
2388,0.5,1.03734e+01,1.01275e+02
2388,1.0,1.03728e+01,1.00780e+02
2389,0.0,1.04770e+01,1.00221e+02
2389,0.5,1.04771e+01,9.97182e+01
2389,1.0,1.04772e+01,9.92206e+01
2390,0.0,1.06174e+01,9.97408e+01
2390,0.5,1.06175e+01,9.92422e+01
2390,1.0,1.06176e+01,9.87486e+01
2391,0.0,1.05045e+01,1.00608e+02
2391,0.5,1.05048e+01,1.00104e+02
2391,1.0,1.05050e+01,9.96039e+01
2392,0.0,1.04364e+01,1.01601e+02
2392,0.5,1.04354e+01,1.01100e+02
2392,1.0,1.04344e+01,1.00603e+02
2393,0.0,1.03312e+01,1.01381e+02
2393,0.5,1.03312e+01,1.00870e+02
2393,1.0,1.03312e+01,1.00365e+02
2394,0.0,1.05448e+01,1.00771e+02
2394,0.5,1.05447e+01,1.00273e+02
2394,1.0,1.05445e+01,9.97792e+01
2395,0.0,1.04037e+01,1.00497e+02
2395,0.5,1.04039e+01,9.99912e+01
2395,1.0,1.04041e+01,9.94909e+01
2396,0.0,1.05897e+01,9.95019e+01
2396,0.5,1.05900e+01,9.90026e+01
2396,1.0,1.05902e+01,9.85083e+01
2397,0.0,1.02328e+01,1.01727e+02
2397,0.5,1.02329e+01,1.01213e+02
2397,1.0,1.02331e+01,1.00705e+02
2398,0.0,1.04275e+01,1.02509e+02
2398,0.5,1.04266e+01,1.02008e+02
2398,1.0,1.04257e+01,1.01511e+02
2399,0.0,1.06206e+01,9.97794e+01
2399,0.5,1.06211e+01,9.92779e+01
2399,1.0,1.06216e+01,9.87814e+01
2400,0.0,1.05000e+01,1.01297e+02
2400,0.5,1.04994e+01,1.00797e+02
2400,1.0,1.04988e+01,1.00302e+02
2401,0.0,1.03404e+01,1.02188e+02
2401,0.5,1.03401e+01,1.01681e+02
2401,1.0,1.03397e+01,1.01180e+02
2402,0.0,1.03957e+01,1.01440e+02
2402,0.5,1.03956e+01,1.00935e+02
2402,1.0,1.03954e+01,1.00436e+02
2403,0.0,1.07782e+01,9.73304e+01
2403,0.5,1.07789e+01,9.68414e+01
2403,1.0,1.07796e+01,9.63574e+01
2404,0.0,1.03368e+01,1.01650e+02
2404,0.5,1.03365e+01,1.01145e+02
2404,1.0,1.03362e+01,1.00646e+02
2405,0.0,1.04847e+01,9.88778e+01
2405,0.5,1.04850e+01,9.83786e+01
